incidentid,callnum,received,description,latitude,longitude,county,address,fk_stationid
251839,150402524,"2015-04-17 16:12:27","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
252788,150403121,"2015-04-21 06:49:17","MVA-INJURY ACCID",45.5085325849401,-122.851982508909,W,"17000 MARTY/1598 170TH",12
253494,150403545,"2015-04-23 17:26:06","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
253815,150403724,"2015-04-24 20:20:52","MVA-INJURY ACCID",45.525458031039,-122.8062944238,W,"12588 CORNELL/801 SALTZMAN",12
254167,150403948,"2015-04-26 12:56:07","MVA-UNK INJURY",45.5139447143041,-122.793978296083,W,"SUNSET/848 CEDAR HILLS",12
254318,150404043,"2015-04-27 06:31:37","MVA-UNK INJURY",45.5139447143041,-122.793978296083,W,"SUNSET/848 CEDAR HILLS",12
254431,150404125,"2015-04-27 13:57:55","MVA-UNK INJURY",45.5199646007894,-122.815996878433,W,"2 MURRAY/13500 MILBURN",12
255025,150404486,"2015-04-29 17:30:14","MVA-UNK INJURY",45.5226285947092,-122.854752322474,W,"401 173RD/17300 WALKER",12
255045,150404497,"2015-04-29 19:03:46","MVA-INJURY ACCID",45.5186598861873,-122.816611077121,W,"150 MURRAY/13598 RITA",12
255429,150500015,"2015-05-01 07:05:58","MVA-UNK INJURY",45.5324460645768,-122.842264613296,W,"1711 BETHANY/ SUNSET",12
255882,150500269,"2015-05-02 19:19:21","MVA-INJURY ACCID",45.5306028739524,-122.824394743131,W,"14351 CORNELL/1500 143RD",12
257146,150501019,"2015-05-07 11:40:27","MVA-INJURY ACCID",45.5057637113913,-122.833703230246,W,"15200 JENKINS/15400 JAY",12
257160,150501025,"2015-05-07 12:17:17","MVA-INJURY ACCID",45.5001983959995,-122.802202000831,W,"12200 WALKER/2700 122ND",12
257420,150501176,"2015-05-08 09:20:08","MVA-UNK INJURY",45.5198975249065,-122.801447305338,W,"12100 BARNES/1 118TH",12
257457,150501198,"2015-05-08 11:36:59","MVA-UNK INJURY",45.5260129530831,-122.813222288663,W,"13400 CORNELL/851 JOY",12
257558,150501267,"2015-05-08 17:15:31","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
257798,150501401,"2015-05-09 14:39:06","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
258525,150501852,"2015-05-12 08:34:00","MVA-UNK INJURY",45.5255117626195,-122.812222092434,W,"13300 CORNELL/801 DALE",12
259528,150502448,"2015-05-15 21:18:24","MVA-UNK INJURY",45.5000857283986,-122.828479579364,W,"2698 MURRAY/ TERMAN-MURRAY",12
259563,150502447,"2015-05-15 21:17:58","MVA-INJURY ACCID",45.5000857283986,-122.828479579364,W,"2698 MURRAY/ TERMAN-MURRAY",12
259673,150502534,"2015-05-16 12:31:02","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"2898 CEDAR HILLS/12700 JENKINS",12
260450,150502984,"2015-05-19 06:16:56","MVA-INJURY ACCID",45.5134719551463,-122.852362715654,W,"900 170TH/17000 WHITLEY",12
260826,150503204,"2015-05-20 12:40:13","MVA-INJURY ACCID",45.5264322887955,-122.814063024146,W,"13450 CORNELL/909 MURRAY",12
261177,150503426,"2015-05-21 15:49:32","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
261265,150503476,"2015-05-21 21:37:32","MVA-UNK INJURY",45.5241345699327,-122.806752005527,W,"NW BARNES RD & NW CORNELL RD",12
261840,150503842,"2015-05-24 00:54:01","MVA-INJURY ACCID",45.5085325849401,-122.851982508909,W,"1598 170TH/1540 MERLO",12
262276,150504121,"2015-05-25 22:25:05","MVA-UNK INJURY",45.5125383204345,-122.851996217013,W,"1000 170TH/17000 BASELINE",12
262541,150504277,"2015-05-26 21:24:22","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
262733,150504397,"2015-05-27 16:00:01","MVA-UNK INJURY",45.5048193353681,-122.851754592566,W,"SW MERLO RD & SW AUGUSTA LN",12
262940,150504602,"2015-05-28 17:44:11","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
263230,150504774,"2015-05-29 16:46:39","MVA-INJURY ACCID",45.5226285947092,-122.854752322474,W,"401 173RD/17300 WALKER",12
264094,150600183,"2015-06-01 21:01:06","MVA-INJURY ACCID",45.5226285947092,-122.854752322474,W,"17300 WALKER/401 173RD",12
264180,150600233,"2015-06-02 08:48:39","MVA-INJURY ACCID",45.5211010158612,-122.800539811918,W,"11798 CEDAR FALLS/199 118TH",12
264332,150600332,"2015-06-02 18:31:44","MVA-UNK INJURY",45.5207633448564,-122.815846010797,W,"150 MURRAY/13500 MILL CREEK",12
264556,150600472,"2015-06-03 14:05:35","MVA-UNK INJURY",45.524538010531,-122.839588474938,W,"15800 BLUERIDGE/651 158TH",12
264605,150600503,"2015-06-03 16:35:54","MVA-INJURY ACCID",45.5057637113913,-122.833703230246,W,"15200 JENKINS/15400 JAY",12
266528,150600926,"2015-06-06 03:34:51","MVA-UNK INJURY",45.501698148778,-122.852226248673,W,"SW 170TH AV & SW 171ST PL",12
266896,150601154,"2015-06-07 11:21:42","MVA-INJURY ACCID",45.5014259532666,-122.805841432276,W,"12500 WALKER/2600 CEDAR HILLS",12
267343,150601416,"2015-06-08 17:11:56","MVA-INJURY ACCID",45.5077092207101,-122.796118498165,W,"1648 CEDAR HILLS/11600 PARK",12
267353,150601420,"2015-06-08 17:23:35","MVA-INJURY ACCID",45.5126094224544,-122.85722872468,W,"1000 175TH/17516 BASELINE",12
267389,150601450,"2015-06-08 19:36:15","MVA-INJURY ACCID",45.5040217181862,-122.813067979294,W,"13250 WALKER/2201 WYNWOOD",12
267612,150601592,"2015-06-09 13:54:55","MVA-INJURY ACCID",45.5226285947092,-122.854752322474,W,"17300 WALKER/401 173RD",12
267776,150601681,"2015-06-09 23:34:28","MVA-INJURY ACCID",45.5053020310019,-122.851899449459,W,"2000 170TH/16998 MERLO",12
267841,150601725,"2015-06-10 08:40:52","MVA-INJURY ACCID",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
268067,150601878,"2015-06-10 19:59:28","MVA-INJURY ACCID",45.5102580824919,-122.779039269339,W,"SUNSET/ 217 OFF",12
268568,150602203,"2015-06-12 13:48:06","MVA-UNK INJURY",45.5163264337087,-122.792185546587,W,"400 CEDAR HILLS/11208 BARNES",12
270545,150603384,"2015-06-18 18:52:48","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
270579,150603399,"2015-06-18 20:07:12","MVA-INJURY ACCID",45.5167698406227,-122.839607955195,W,"15800 WALKER/400 158TH",12
270808,150603533,"2015-06-19 17:29:30","MVA-UNK INJURY",45.5285716689356,-122.832017517884,W,"SUNSET/ EXIT 65 (CORNELL)",12
270981,150603640,"2015-06-20 10:08:05","MVA-INJURY ACCID",45.5226285947092,-122.854752322474,W,"401 173RD/17300 WALKER",12
271474,150603938,"2015-06-22 09:50:50","MVA-INJURY ACCID",45.5142909901376,-122.840473705107,W,"SW WALKER RD & W BASELINE RD",12
271548,150603985,"2015-06-22 15:59:50","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
271585,150604006,"2015-06-22 17:29:27","MVA-INJURY ACCID",45.5156884553354,-122.83584788917,W,"15398 WALKER/15400 GREYSTONE",12
272058,150604381,"2015-06-24 17:35:28","MVA-UNK INJURY",45.5038797591537,-122.82661778209,W,"2200 MURRAY/14500 JENKINS",12
272710,150604777,"2015-06-26 16:57:26","MVA-UNK INJURY",45.5170278201524,-122.797182225252,W,"SW BARNES RD & SW SHILO LN",12
274008,150605500,"2015-06-30 17:44:09","MVA-INJURY ACCID",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
274016,150605499,"2015-06-30 17:43:42","MVA-INJURY ACCID",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
274593,150700262,"2015-07-02 14:34:45","MVA-INJURY ACCID",45.5308221260736,-122.8258989025,W,"14548 SCIENCE PARK/14563 CORNELL",12
274840,150700403,"2015-07-03 10:19:14","MVA-UNK INJURY",45.5026067136999,-122.809209891139,W,"12800 WALKER/2398 WESTFIELD",12
275099,150700553,"2015-07-04 01:51:02","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
276387,150701226,"2015-07-07 17:13:53","MVA-INJURY ACCID",45.5264322887955,-122.814063024146,W,"13450 CORNELL/911 MURRAY",12
276467,150701272,"2015-07-07 21:39:17","MVA-INJURY ACCID",45.5015993373162,-122.81781152106,W,"13660 JENKINS/2498 ECOLE",12
276553,150701332,"2015-07-08 09:56:19","MVA-INJURY ACCID",45.5145927179327,-122.818693129847,W,"700 MURRAY/13800 BUTNER",12
276648,150701394,"2015-07-08 15:21:42","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
276846,150701501,"2015-07-09 08:43:46","MVA-UNK INJURY",45.5163264337087,-122.792185546587,W,"400 CEDAR HILLS/11208 BARNES",12
276890,150701536,"2015-07-09 11:42:35","MVA-UNK INJURY",45.512570212158,-122.839415415199,W,"998 158TH/15800 BASELINE",12
278164,150702271,"2015-07-13 16:20:52","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
278637,150702544,"2015-07-15 08:41:50","MVA-INJURY ACCID",45.5091133001801,-122.780729858439,W,"SUNSET/ 217 OFF",12
278909,150702712,"2015-07-16 09:28:44","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
279639,150703198,"2015-07-18 17:07:47","MVA-UNK INJURY",45.5028497868397,-122.803526871112,W,"2349 CEDAR HILLS/2298 HUNTINGTON",12
280136,150703509,"2015-07-20 06:36:09","MVA-INJURY ACCID",45.5015993373162,-122.81781152106,W,"2498 ECOLE/13660 JENKINS",12
280336,150703621,"2015-07-20 18:06:32","MVA-INJURY ACCID",45.507570899194,-122.840629910597,W,"15798 JENKINS/1698 158TH",12
280874,150703959,"2015-07-22 16:54:17","MVA-UNK INJURY",45.519884413314,-122.839591877741,W,"15800 SCHENDEL/1 158TH",12
280883,150703960,"2015-07-22 16:54:25","MVA-INJURY ACCID",45.519884413314,-122.839591877741,W,"1 158TH/15800 SCHENDEL",12
281238,150704171,"2015-07-23 20:00:03","MVA-UNK INJURY",45.5231522198804,-122.80579871746,W,"12598 BARNES/401 SALTZMAN",12
281666,150704438,"2015-07-25 11:36:42","MVA-UNK INJURY",45.5062917162523,-122.780226335422,W,"HWY 217/ SUNSET HW S OF",12
281772,150704498,"2015-07-25 18:12:43","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
282913,150705177,"2015-07-29 13:35:35","MVA-INJURY ACCID",45.5064004284985,-122.83828326867,W,"RESERS FINE FOODS (JENKINS)",12
283542,150705550,"2015-07-31 07:49:17","MVA-INJURY ACCID",45.5181459453979,-122.84384479263,W,"16200 WALKER/16398 SCHENDEL",12
283734,150705672,"2015-07-31 19:41:48","MVA-UNK INJURY",45.5318981110364,-122.834808860484,W,"1701 153RD/15388 CORNELL",12
284428,150800374,"2015-08-02 21:04:53","MVA-INJURY ACCID",45.5036163387084,-122.851946705317,W,"2248 170TH/17000 AUGUSTA",12
284947,150800692,"2015-08-04 16:40:31","MVA-INJURY ACCID",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
285382,150800961,"2015-08-06 07:22:39","MVA-INJURY ACCID",45.5139447143041,-122.793978296083,W,"SUNSET/848 CEDAR HILLS",12
285600,150801085,"2015-08-06 20:57:52","MVA-INJURY ACCID",45.5264322887955,-122.814063024146,W,"13450 CORNELL/909 MURRAY",12
285879,150801253,"2015-08-07 18:59:28","MVA-INJURY ACCID",45.5004133328322,-122.813217565311,W,"13220 JENKINS/2800 HOCKEN",12
285929,150801280,"2015-08-07 22:28:03","MVA-INJURY ACCID",45.5163264337087,-122.792185546587,W,"400 CEDAR HILLS/11208 BARNES",12
286058,150801359,"2015-08-08 11:28:12","MVA-UNK INJURY",45.5053020310019,-122.851899449459,W,"2000 170TH/16998 MERLO",12
287121,150802000,"2015-08-11 21:55:43","MVA-UNK INJURY",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
287378,150802149,"2015-08-12 19:36:43","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
287551,150802256,"2015-08-13 13:08:49","MVA-UNK INJURY",45.5154040599387,-122.79193366114,W,"RITE AID (BARNES)",12
287947,150802465,"2015-08-14 19:22:30","MVA-INJURY ACCID",45.5322592028699,-122.842413062721,W,"1701 BETHANY/ SUNSET",12
288732,150802946,"2015-08-17 13:02:35","MVA-INJURY ACCID",45.5115979013326,-122.849010816199,W,"16800 BASELINE/16398 JENKINS",12
288938,150803078,"2015-08-18 07:11:29","MVA-INJURY ACCID",45.525458031039,-122.8062944238,W,"12588 CORNELL/801 SALTZMAN",12
289244,150803260,"2015-08-19 09:06:21","MVA-INJURY ACCID",45.5231522198804,-122.80579871746,W,"12598 BARNES/401 SALTZMAN",12
289331,150803332,"2015-08-19 13:54:48","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
289341,150803340,"2015-08-19 14:20:47","MVA-INJURY ACCID",45.5145927179327,-122.818693129847,W,"700 MURRAY/13800 BUTNER",12
289576,150803459,"2015-08-20 08:17:19","MVA-UNK INJURY",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
289652,150803519,"2015-08-20 13:42:51","MVA-UNK INJURY",45.5059269806895,-122.81533077709,W,"SW ECOLE AV & SW 139TH AV",12
290129,150803792,"2015-08-22 00:40:11","MVA-UNK INJURY",45.5171869324872,-122.826093638398,W,"SW 144TH AV & SW MEADOW DR",12
290334,150804053,"2015-08-23 01:31:53","MVA-UNK INJURY",45.515528396946,-122.827781966477,W,"SW WALTON ST & SW TROUT CREEK LN",12
291458,150804869,"2015-08-27 17:22:21","MVA-UNK INJURY",45.5014259532666,-122.805841432276,W,"12500 WALKER/2600 CEDAR HILLS",12
292085,150805257,"2015-08-29 22:11:02","MVA-INJURY ACCID",45.507058733464,-122.779597663964,W,"HWY 217/10040 PARK",12
292139,150805311,"2015-08-30 08:10:23","MVA-INJURY ACCID",45.5102580824919,-122.779039269339,W,"SUNSET/ 217 OFF",12
292308,150805460,"2015-08-31 08:16:37","MVA-INJURY ACCID",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
292383,150805529,"2015-08-31 14:32:54","MVA-INJURY ACCID",45.5191620593121,-122.838414605502,W,"TUALATIN HILLS PARK (WALKER)",12
292644,150900077,"2015-09-01 13:12:11","MVA-INJURY ACCID",45.5248628884813,-122.81501395204,W,"13470 SCIENCE PARK/751 MURRAY",12
293083,150900345,"2015-09-03 08:30:21","MVA-INJURY ACCID",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
293160,150900383,"2015-09-03 12:33:44","MVA-UNK INJURY",45.5115979013326,-122.849010816199,W,"16800 BASELINE/16398 JENKINS",12
293208,150900413,"2015-09-03 14:57:11","MVA-UNK INJURY",45.5014259532666,-122.805841432276,W,"12500 WALKER/2600 CEDAR HILLS",12
293226,150900423,"2015-09-03 15:53:03","MVA-INJURY ACCID",45.4981468138227,-122.813632470331,W,"13250 TERMAN/3198 HOCKEN",12
293361,150900506,"2015-09-04 06:07:38","MVA-INJURY ACCID",45.507570899194,-122.840629910597,W,"1698 158TH/15798 JENKINS",12
293740,150900713,"2015-09-05 14:33:54","MVA-UNK INJURY",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
294518,150901182,"2015-09-08 14:57:05","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"2898 CEDAR HILLS/12700 JENKINS",12
294845,150901370,"2015-09-09 18:38:05","MVA-INJURY ACCID",45.5264322887955,-122.814063024146,W,"13450 CORNELL/909 MURRAY",12
294854,150901379,"2015-09-09 19:11:34","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
295007,150901460,"2015-09-10 10:09:16","MVA-INJURY ACCID",45.5088037099983,-122.842339232788,W,"COSTCO (JENKINS)",12
295130,150901524,"2015-09-10 16:52:51","MVA-UNK INJURY",45.5080549609198,-122.83437102543,W,"NIKE (JAY STREET1)",12
295150,150901539,"2015-09-10 18:19:11","MVA-INJURY ACCID",45.509780929161,-122.840030267463,W,"15800 JAY/1400 158TH",12
295158,150901537,"2015-09-10 18:18:50","MVA-INJURY ACCID",45.509780929161,-122.840030267463,W,"1400 158TH/15800 JAY",12
295592,150901794,"2015-09-12 03:21:22","MVA-INJURY ACCID",45.5222069285576,-122.818278078512,W,"NW 137TH AV & NW 139TH AV",12
295935,150901993,"2015-09-13 09:58:11","MVA-UNK INJURY",45.5139447143041,-122.793978296083,W,"SUNSET/848 CEDAR HILLS",12
296235,150902175,"2015-09-14 13:38:50","MVA-UNK INJURY",45.5261101768362,-122.837838106701,W,"1299 WATERHOUSE/15450 GREENBRIER",12
296236,150902145,"2015-09-14 10:56:39","MVA-INJURY ACCID",45.5105037948715,-122.778686206173,W,"HWY 217/ TO SUNSET",12
296422,150902273,"2015-09-15 07:15:51","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
296575,150902369,"2015-09-15 17:32:02","MVA-UNK INJURY",45.5145927179327,-122.818693129847,W,"700 MURRAY/13800 BUTNER",12
296701,150902442,"2015-09-16 07:45:59","MVA-INJURY ACCID",45.5145927179327,-122.818693129847,W,"700 MURRAY/13800 BUTNER",12
296820,150902512,"2015-09-16 17:41:35","MVA-UNK INJURY",45.514097772028,-122.788505126413,W,"10800 BARNES/798 VALERIA VIEW",12
297109,150902800,"2015-09-18 10:33:23","MVA-INJURY ACCID",45.519884413314,-122.839591877741,W,"15800 SCHENDEL/1 158TH",12
297521,150903032,"2015-09-19 17:14:43","MVA-INJURY ACCID",45.5125383204345,-122.851996217013,W,"17000 BASELINE/1000 170TH",12
297951,150903279,"2015-09-21 12:24:05","MVA-INJURY ACCID",45.5146261875365,-122.832221450576,W,"15000 WALKER/15000 KOLL",12
298504,150903645,"2015-09-23 16:00:04","MVA-UNK INJURY",45.5285716689356,-122.832017517884,W,"SUNSET/ EXIT 65 (CORNELL)",12
298666,150903732,"2015-09-24 07:43:29","MVA-UNK INJURY",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
298809,150903829,"2015-09-24 16:49:18","MVA-INJURY ACCID",45.5255117626195,-122.812222092434,W,"13300 CORNELL/801 DALE",12
299035,150903970,"2015-09-25 14:18:03","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
299059,150903982,"2015-09-25 15:48:35","MVA-INJURY ACCID",45.5167698406227,-122.839607955195,W,"15800 WALKER/400 158TH",12
299122,150904014,"2015-09-25 19:44:06","MVA-INJURY ACCID",45.5033626147881,-122.82464950785,W,"14400 JENKINS/2100 BARDEEN",12
299445,150904213,"2015-09-27 00:40:35","MVA-UNK INJURY",45.5004133328322,-122.813217565311,W,"13220 JENKINS/2800 HOCKEN",12
299552,150904279,"2015-09-27 14:38:18","MVA-UNK INJURY",45.5014259532666,-122.805841432276,W,"12500 WALKER/2600 CEDAR HILLS",12
299953,150904543,"2015-09-29 07:56:05","MVA-INJURY ACCID",45.5125383204345,-122.851996217013,W,"17000 BASELINE/1000 170TH",12
300034,150904597,"2015-09-29 14:35:34","MVA-INJURY ACCID",45.5088037099983,-122.842339232788,W,"SW 158TH AV & SW 163RD AV",12
300569,151000050,"2015-10-01 09:01:06","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
300574,151000049,"2015-10-01 08:56:27","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"12700 JENKINS/2898 CEDAR HILLS",12
300982,151000288,"2015-10-02 17:00:45","MVA-INJURY ACCID",45.5092291662675,-122.809401128786,W,"1454 DELLWOOD/12900 PARK",12
301131,151000387,"2015-10-03 08:21:48","MVA-INJURY ACCID",45.525458031039,-122.8062944238,W,"801 SALTZMAN/12588 CORNELL",12
302130,151001025,"2015-10-07 07:15:47","MVA-INJURY ACCID",45.5186857620795,-122.806460387834,W,"SUNSET/ MURRAY E OF",12
302475,151001227,"2015-10-08 11:28:22","MVA-INJURY ACCID",45.5207633448564,-122.815846010797,W,"150 MURRAY/13500 MILL CREEK",12
302476,151001228,"2015-10-08 11:28:33","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
302481,151001226,"2015-10-08 11:28:19","MVA-INJURY ACCID",45.5207633448564,-122.815846010797,W,"150 MURRAY/13500 MILL CREEK",12
303078,151001553,"2015-10-10 12:59:42","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
303098,151001563,"2015-10-10 14:23:02","MVA-UNK INJURY",45.5164167549144,-122.80002219046,W,"SUNSET/ 68",12
303102,151001561,"2015-10-10 14:20:08","MVA-UNK INJURY",45.5102580824919,-122.779039269339,W,"217 OFF/ SUNSET",12
303457,151001757,"2015-10-11 19:59:14","MVA-UNK INJURY",45.5093058298035,-122.798739092759,W,"SW BOWMONT LN & SW HILLDALE AV",12
304521,151002393,"2015-10-15 16:26:46","MVA-UNK INJURY",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
304523,151002394,"2015-10-15 16:27:46","MVA-UNK INJURY",45.5169215502578,-122.795085985687,W,"SW CEDAR HILLS BV & SW 117TH AV",12
304667,151002490,"2015-10-16 08:40:48","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
305252,151002829,"2015-10-18 10:34:49","MVA-UNK INJURY",45.5091133001801,-122.780729858439,W,"SUNSET/ 217 OFF",12
305802,151003142,"2015-10-20 13:11:16","MVA-INJURY ACCID",45.507570899194,-122.840629910597,W,"15798 JENKINS/1698 158TH",12
305853,151003189,"2015-10-20 16:41:41","MVA-UNK INJURY",45.5038199660409,-122.798926765035,W,"SW LYNNRIDGE AV & SW HUNTINGTON AV",12
306115,151003349,"2015-10-21 14:34:17","MVA-UNK INJURY",45.5050952472825,-122.815620742872,W,"2050 ECOLE/13500 WALKER",12
306562,151003626,"2015-10-23 08:10:16","MVA-INJURY ACCID",45.5007471882175,-122.814487537617,W,"13350 JENKINS/13398 OAKWOOD",12
306714,151003707,"2015-10-23 18:53:31","MVA-INJURY ACCID",45.5263297448143,-122.822002569708,W,"NW MURRAY BV & NW CORNELL RD",12
307012,151003876,"2015-10-24 20:49:30","MVA-INJURY ACCID",45.5181459453979,-122.84384479263,W,"16200 WALKER/16398 SCHENDEL",12
307119,151003949,"2015-10-25 10:42:19","MVA-UNK INJURY",45.5135272410367,-122.806469412017,W,"12600 BUTNER/898 126TH",12
307332,151004086,"2015-10-26 07:21:30","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
307461,151004169,"2015-10-26 15:30:24","MVA-INJURY ACCID",45.5014259532666,-122.805841432276,W,"12500 WALKER/2600 CEDAR HILLS",12
307638,151004282,"2015-10-27 09:32:07","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
307920,151004446,"2015-10-28 08:28:23","MVA-INJURY ACCID",45.5262772476467,-122.83960549923,W,"15498 GREENBRIER/899 158TH",12
308073,151004538,"2015-10-28 18:22:02","MVA-INJURY ACCID",45.5068902041572,-122.824832924,W,"SW MURRAY BV & JAY ST",12
308082,151004537,"2015-10-28 18:22:02","MVA-INJURY ACCID",45.5068902041572,-122.824832924,W,"1798 MURRAY/1 BOWERMAN",12
308242,151004644,"2015-10-29 11:15:47","MVA-UNK INJURY",45.5091133001801,-122.780729858439,W,"217 OFF/ SUNSET",12
308244,151004645,"2015-10-29 11:17:15","MVA-UNK INJURY",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
308377,151004714,"2015-10-29 18:30:50","MVA-INJURY ACCID",45.520456142159,-122.850029131781,W,"16756 WALKER/1 167TH",12
308806,151004964,"2015-10-31 07:50:54","MVA-INJURY ACCID",45.5091133001801,-122.780729858439,W,"SUNSET/ TO HWY 217",12
309037,151005063,"2015-10-31 18:03:31","MVA-UNK INJURY",45.5115979013326,-122.849010816199,W,"16398 JENKINS/16800 BASELINE",12
309301,151100103,"2015-11-01 16:44:36","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
309353,151100122,"2015-11-01 20:05:56","MVA-INJURY ACCID",45.5181459453979,-122.84384479263,W,"16200 WALKER/16398 SCHENDEL",12
309423,151100174,"2015-11-02 07:11:21","MVA-INJURY ACCID",45.5322592028699,-122.842413062721,W,"SUNSET/1701 BETHANY",12
309531,151100223,"2015-11-02 13:16:12","MVA-UNK INJURY",45.5110689188899,-122.786010371361,W,"SUNSET/ CEDAR HILLS E OF",12
309614,151100265,"2015-11-02 18:11:56","MVA-INJURY ACCID",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
309846,151100396,"2015-11-03 14:27:02","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"2200 MURRAY/14500 JENKINS",12
310546,151100805,"2015-11-06 07:59:17","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
310719,151100907,"2015-11-06 17:11:50","MVA-UNK INJURY",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
310912,151101013,"2015-11-07 11:26:07","MVA-UNK INJURY",45.5102580824919,-122.779039269339,W,"SUNSET/ TO HWY 217",12
311186,151101170,"2015-11-08 14:44:40","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
311192,151101169,"2015-11-08 14:43:19","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
311246,151101199,"2015-11-08 18:07:44","MVA-UNK INJURY",45.5231522198804,-122.80579871746,W,"12598 BARNES/401 SALTZMAN",12
311284,151101218,"2015-11-08 21:36:21","MVA-INJURY ACCID",45.5091133001801,-122.780729858439,W,"SUNSET/ EXIT 69A (217 SB)",12
311514,151101352,"2015-11-09 17:43:11","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"15800 WALKER/400 158TH",12
311515,151101357,"2015-11-09 17:52:13","MVA-UNK INJURY",45.525458031039,-122.8062944238,W,"12588 CORNELL/801 SALTZMAN",12
311688,151101466,"2015-11-10 11:27:49","MVA-UNK INJURY",45.5000857283986,-122.828479579364,W,"2698 MURRAY/ TERMAN-MURRAY",12
311987,151101631,"2015-11-11 11:11:21","MVA-INJURY ACCID",45.5173093446852,-122.796413034466,W,"11700 BARNES/330 117TH",12
312314,151101826,"2015-11-12 15:04:29","MVA-UNK INJURY",45.5181459453979,-122.84384479263,W,"16200 WALKER/16398 SCHENDEL",12
312351,151101850,"2015-11-12 17:35:38","MVA-UNK INJURY",45.512570212158,-122.839415415199,W,"998 158TH/15800 BASELINE",12
312475,151101915,"2015-11-13 06:44:50","MVA-INJURY ACCID",45.5036163387084,-122.851946705317,W,"17000 AUGUSTA/2248 170TH",12
312654,151102017,"2015-11-13 17:43:21","MVA-UNK INJURY",45.5188320164797,-122.845855874366,W,"NW SCHENDEL AV & SW DELTA DR",12
